id,position,cricsheet_name,unique_name,batting_style,bowling_style,matchpoints_avg,cost
9a6b71d1,Wicketkeeper batter,SP Khakurel,SP Khakurel,Right-hand bat,,16.55434783,7
4ef823a2,Unknown,S Regmi,S Regmi,Right-hand bat,Right-arm offbreak,23.15,7
61c22ad0,Allrounder,SR Magar,SR Magar,Left-hand bat,Slow left-arm orthodox,18.06703911,7
579f2447,Unknown,Surya Tamang,Surya Tamang,Left-hand bat,Slow left-arm orthodox,9.8,7
4c476cb4,Unknown,Sushil Kandel,Sushil Kandel,Left-hand bat,Slow left-arm orthodox,,8
3de06845,Middle-order batter,S Vesawkar,S Vesawkar,Right-hand bat,Right-arm offbreak,13.46052632,7
7298db76,Bowler,Renuka Singh,Renuka Singh,Right-hand bat,Right-arm medium-fast,17.14361702,7
5d46eb72,Unknown,VK Jha,VK Jha,,,,7
c3e4a816,Unknown,YS Karki,YS Karki,Right-hand bat,,,7
94b5ec3b,Unknown,Adriaan van den Dries,Adriaan van den Dries,,,,6
79004151,Bowler,Adeel Raja,Adeel Raja,Right-hand bat,Right-arm offbreak,10.52631579,7
803dbf1d,Bowler,A Dutt,A Dutt,Right-hand bat,Right-arm offbreak,17.55921053,7
03d3dd8e,Wicketkeeper batter,AF Buurman,AF Buurman,Right-hand bat,,19.7,7
96503059,Bowler,Ahsan Malik,Ahsan Malik,Right-hand bat,Right-arm medium-fast,23.94339623,7
5d2031f0,Unknown,AH Thomson,AH Thomson,Right-hand bat,Legbreak,1.15625,7
62c713bf,Middle-order batter,AJ Staal,AJ Staal,Right-hand bat,Legbreak googly,5.222222222,7
82ad363c,Unknown,Ali Ahmed,Ali Ahmed,,,,6
2622742a,Unknown,AM Deshpande,AM Deshpande,,,,7
dc36a6a5,Opening batter,AN Kervezee,AN Kervezee,Right-hand bat,Right-arm medium,19.43589744,7
5625364,Unknown,AS Tanke,AS Tanke,Right-hand bat,Legbreak,12.83333333,7
623c8835,Unknown,AS van Beuge,AS van Beuge,Right-hand bat,Right-arm medium,14.18367347,7
a319edf8,Allrounder,AT Nidamanuru,AT Nidamanuru,Right-hand bat,Right-arm offbreak,11.46590909,7
079d9bdc,Bowler,BA Westdijk,BA Westdijk,Right-hand bat,Right-arm medium,5.375,7
b3020075,Wicketkeeper batter,B de Leede,B de Leede,Right-hand bat,,15.11494253,7
0dbe27b8,Bowler,BD Glover,BD Glover,Right-hand bat,Right-arm fast,16.37795276,7
fc4375ef,Batting allrounder,BFW de Leede,BFW de Leede,Right-hand bat,Right-arm fast-medium,23.0738255,7
cd4134fc,Unknown,B Hartong,B Hartong,,,,6
9bce9dfe,Unknown,BHG Gorlee,BHG Gorlee,Right-hand bat,Right-arm offbreak,,8
634a7b21,Middle-order batter,BN Cooper,BN Cooper,Left-hand bat,Right-arm medium,16.78106509,7
dd55b0b0,Allrounder,BP Loots,BP Loots,Right-hand bat,Right-arm medium,6.076923077,7
ed70ac05,Bowler,BP Kruger,BP Kruger,Right-hand bat,Right-arm fast-medium,6.333333333,7
e70a8240,Middle-order batter,B Schilperoord,B Schilperoord,Right-hand bat,,,8
0bf06c6d,Unknown,BV Arya,BV Arya,,,,6
c06ae98e,Unknown,C Appel,C Appel,Right-hand bat,Right-arm medium-fast,4.833333333,7
d953ed6a,Middle-order batter,B Zuiderent,B Zuiderent,Right-hand bat,Right-arm medium,8.866666667,7
4eebb3e5,Unknown,CC van Slobbe,CC van Slobbe,Right-hand bat,Right-arm medium,10.97560976,7
c6a019f5,Unknown,C de Lange,C de Lange,Right-hand bat,Legbreak googly,16.27741935,7
527c2dab,Bowler,C Floyd,C Floyd,Right-hand bat,Slow left-arm orthodox,7.71875,7
e734d090,Batting allrounder,CN Ackermann,CN Ackermann,Right-hand bat,Right-arm offbreak,26.18555241,7
6dde8e45,Unknown,CG Steenstra Toussaint,CG Steenstra Toussaint,Right-hand bat,Right-arm medium-fast,1.857142857,7
2b654eb0,Middle-order batter,D Hannema,D Hannema,Right-hand bat,Right-arm medium,9.2,7
9522a58e,Unknown,CJ Erkelens,CJ Erkelens,Right-hand bat,Right-arm medium,12.55555556,7
3185266a,Allrounder,DLS van Bunge,DLS van Bunge,Right-hand bat,Legbreak,13.72580645,7
d84a2d8e,Opening batter,DJ Reekers,DJ Reekers,Right-hand bat,Right-arm medium,11.8,7
27d5901c,Unknown,CH van Koolwijk,CH van Koolwijk,Right-hand bat,Right-arm medium,3.823529412,7
1e7d6cc2,Opening batter,DJ ter Braak,DJ ter Braak,Right-hand bat,Legbreak,31,8
1b61a9fa,Unknown,DM Braat,DM Braat,Right-hand bat,Right-arm medium,14.57142857,7
3bea1983,Bowler,DT Doram,DT Doram,Left-hand bat,Slow left-arm orthodox,23.41666667,7
4de69d5e,Unknown,D Prins,D Prins,Right-hand bat,,2.25,7
1806d310,Unknown,EE Corder,EE Corder,Right-hand bat,Right-arm medium,2.086956522,7
2d5b0fd1,Unknown,E Lanser,E Lanser,Right-hand bat,Right-arm offbreak,,8
b4f38f95,Unknown,ELT de Lange,ELT de Lange,Right-hand bat,Right-arm offbreak,7.95,7
4d35d0b3,Unknown,EN Lynch,EN Lynch,Right-hand bat,Right-arm offbreak,15.4966443,7
cefe0886,Bowler,E Schiferli,E Schiferli,Right-hand bat,Right-arm medium-fast,14.38888889,7
6a7239a7,Batter,ES Szwarczynski,ES Szwarczynski,Right-hand bat,Right-arm medium,12.5,7
022745d5,Unknown,F Overdijk,F Overdijk,Right-hand bat,Right-arm medium,14.53488372,7
58fa6387,Unknown,FEM Van Arkel,FEM Van Arkel,Left-hand bat,,-1.5,7
a7ed8026,Unknown,F Vermeire,F Vermeire,Right-hand bat,,20,7
7a0428ae,Unknown,G Bloemen,G Bloemen,Right-hand bat,Right-arm medium,6.636363636,7
2c01f21a,Unknown,HC Overdijk,HC Overdijk,Right-hand bat,Right-arm medium,9.666666667,7
6d48df01,Unknown,HDJ Siegers,HDJ Siegers,Right-hand bat,Right-arm medium,14.55333333,7
e33616eb,Unknown,HJC Mol,HJC Mol,Left-hand bat,Left-arm medium,10.4,7
6e9d5add,Unknown,HKG Jansen,HKG Jansen,,,,7
a6ec88f4,Unknown,HWA Landheer,HWA Landheer,Right-hand bat,Right-arm medium,12.55963303,7
e21b8cb5,Unknown,HW Rambaldo,HW Rambaldo,Right-hand bat,Right-arm medium,13.15,7
b37e3c48,Unknown,I Doekhie,I Doekhie,Right-hand bat,Right-arm medium,,8
78f4d252,Unknown,IAF Bevers,IAF Bevers,,,,6
5aa8574b,Unknown,I van der Woning,I van der Woning,Right-hand bat,Right-arm medium,4.371428571,7
2d08747e,Unknown,JA Brand,JA Brand,Left-hand bat,Right-arm medium,,6
47b32a5a,Unknown,IJR Zwilling,IJR Zwilling,Right-hand bat,Right-arm medium,20.43814433,7
5b6bc793,Unknown,JC Hartenhof,JC Hartenhof,Right-hand bat,Right-arm fast-medium,22.8,7
21231130,Unknown,JJ Esmeijer,JJ Esmeijer,Right-hand bat,Slow left-arm orthodox,8,7
51080a1f,Unknown,JF Kloppenburg,JF Kloppenburg,Right-hand bat,Right-arm medium,34.25,8
f25febbc,Unknown,JFM Gruijters,JFM Gruijters,Right-hand bat,Right-arm offbreak,,7
c9f851b0,Bowler,JL de Mey,JL de Mey,Right-hand bat,Slow left-arm orthodox,6.2,7
56a7dc8f,Unknown,Jnanesh Kolli,Jnanesh Kolli,,,,8
19d64ed4,Unknown,J Pashley,J Pashley,Right-hand bat,,2,7
d56557da,Unknown,J Van Der Werf,J Van Der Werf,,,3.5,7
7c681ee9,Wicketkeeper batter,J Smits,J Smits,Right-hand bat,,7.37037037,7
b58b1ae5,Unknown,J Post,J Post,Right-hand bat,Right-arm medium,2.830188679,7
cb665b69,Unknown,J van Vliet,J van Vliet,Right-hand bat,,2.888888889,7
eaad0353,Unknown,J Westerberg,J Westerberg,,,,8
374bb5e7,Bowler,K Klein,K Klein,Right-hand bat,Right-arm medium,31.81578947,8
101d1e85,Unknown,KJJ van Noortwijk,KJJ van Noortwijk,Right-hand bat,Right-arm medium,28.83333333,8
7ddc223e,Unknown,L Egging,L Egging,Right-hand bat,Right-arm medium-fast,36,8
12c3e6af,Batter,Lesley Stokkers,Lesley Stokkers,Right-hand bat,Right-arm offbreak,,8
ecbbebf1,Unknown,LK Bennett,LK Bennett,Right-hand bat,Slow left-arm orthodox,18.92307692,7
53c738ac,Unknown,L Klokgieters,L Klokgieters,Right-hand bat,Right-arm medium,9.769230769,7
34d2ca48,Unknown,LP van Troost,LP van Troost,Left-hand bat,Left-arm medium,7.363636364,7
16a9a499,Unknown,LM Hoitink,LM Hoitink,Right-hand bat,Right-arm medium,-2.5,7
782fb776,Bowler,LV van Beek,LV van Beek,Right-hand bat,Right-arm medium-fast,34.24542125,8
3e285c0a,Unknown,MA Din,MA Din,,,,7
aef2982e,Bowler,MB van Schelven,MB van Schelven,Left-hand bat,Slow left-arm orthodox,10.3,7
74ef405a,Bowler,MBS Jonkman,MBS Jonkman,Right-hand bat,Right-arm fast,21.75,7
06deb88a,Unknown,Mariska Kornet,Mariska Kornet,Right-hand bat,Right-arm medium-fast,9.352941176,7
600c9d3f,Unknown,MEC de Fouw,MEC de Fouw,Right-hand bat,Right-arm offbreak,15.73333333,7
deb8c9a5,Unknown,M Hancock,M Hancock,,,,7
d45c0528,Unknown,M Kornet,M Kornet,Right-hand bat,Right-arm medium-fast,12.66666667,7
eaa5cb7c,Allrounder,M Landsman,M Landsman,Right-hand bat,Legbreak,38.66666667,8
dead3b10,Unknown,MIW van den Raad,MIW van den Raad,Right-hand bat,Right-arm medium,0.571428571,7
6a71ba3a,Top-order batter,M Levitt,M Levitt,Right-hand bat,Right-arm fast,9.860465116,7
983a0c34,Unknown,MM Dekeling,MM Dekeling,Right-hand bat,Legbreak,10.11111111,7
f8f2ec39,Bowler,MMA Jonkman,MMA Jonkman,Right-hand bat,Right-arm medium,15.33333333,7
4d05a82e,Bowler,Mohammad Kashif,Mohammad Kashif,Right-hand bat,Right-arm offbreak,29.92307692,8
14745928,Bowler,M Panchal,M Panchal,Right-hand bat,Legbreak,,6
b699df47,Opening batter,MP O'Dowd,MP O'Dowd,Right-hand bat,Right-arm offbreak,14.22140221,7
c36bcd1e,Unknown,M Prabhudesa,M Prabhudesa,,,,6
37312a74,Allrounder,Mudassar Bukhari,Mudassar Bukhari,Right-hand bat,Right-arm medium-fast,20.45679012,7
3733a317,Middle-order batter,M Veringmeier,M Veringmeier,Right-hand bat,,14.375,7
ec9db8a7,Opening batter,Musa Ahmed,Musa Ahmed,Left-hand bat,Legbreak,9.925925926,7
a3b936c8,Batter,MWA van Nierop,MWA van Nierop,Right-hand bat,Right-arm medium,3.25,7
560ef10a,Unknown,M Zwilling,M Zwilling,Left-hand bat,Left-arm medium,15.18181818,7
96a0edf9,Unknown,N Bathi,N Bathi,,,,6
0db94786,Unknown,NA Statham,NA Statham,Right-hand bat,Right-arm offbreak,16.16666667,7
12f6b3bd,Opening batter,N Kruger,N Kruger,Right-hand bat,Right-arm medium,-0.5,7
4557dc54,Bowler,PA van Meekeren,PA van Meekeren,Right-hand bat,Right-arm fast-medium,19.77886978,7
f427e63e,Batter,NRJ Croes,NRJ Croes,Right-hand bat,,9.818181818,7
8d0964e5,Unknown,PJ te Beest,PJ te Beest,Right-hand bat,,-1.8,7
fa9db243,Unknown,P Molkenboer,P Molkenboer,Right-hand bat,Right-arm offbreak,11.59701493,7
abbdca1a,Allrounder,PM Seelaar,PM Seelaar,Right-hand bat,Slow left-arm orthodox,16.4738676,7
a300e810,Bowler,PRP Boissevain,PRP Boissevain,Right-hand bat,Legbreak googly,11.36363636,7
b3c04ccb,Unknown,QWM Gunning,QWM Gunning,Right-hand bat,Right-arm medium,44.66666667,8
05c2ca46,Bowling allrounder,RE van der Merwe,RE van der Merwe,Right-hand bat,Slow left-arm orthodox,21.96428571,7
91052c96,Allrounder,PW Borren,PW Borren,Right-hand bat,Right-arm medium,17.27314815,7
235a247a,Bowler,RG Nijman,RG Nijman,Right-hand bat,Right-arm medium-fast,5.25,7
67875075,Unknown,RH Scholte,RH Scholte,Right-hand bat,,0.5,7
fa859d3c,Wicketkeeper batter,RI Ahmed,RI Ahmed,Right-hand bat,,12.4,7
b5346f1e,Unknown,Rizwan Akram,Rizwan Akram,Right-hand bat,Right-arm medium,,7
30fd5378,Unknown,R Kemming,R Kemming,,,,6
ff1ec94d,Bowler,R Klein,R Klein,Right-hand bat,Right-arm medium-fast,13.34883721,7
3ffeb064,Unknown,RM van Oosterom,RM van Oosterom,Right-hand bat,Slow left-arm orthodox,0.923076923,7
4ec07775,Allrounder,RN ten Doeschate,RN ten Doeschate,Right-hand bat,Right-arm medium-fast,22.94649682,7
42e4b276,Unknown,R Rijke,R Rijke,Right-hand bat,Right-arm medium,15.12352941,7
12b59324,Allrounder,RP Lefebvre,RP Lefebvre,Right-hand bat,Right-arm medium,16.91666667,7
03f59d24,Unknown,Ruud Kaulingfreks,Ruud Kaulingfreks,,,,6
b59db04f,Wicketkeeper batter,SA Edwards,SA Edwards,Right-hand bat,,17.14285714,7
81a0e294,Allrounder,SA Engelbrecht,SA Engelbrecht,Right-hand bat,Right-arm offbreak,15.72151899,7
5d38476c,Bowling allrounder,Saqib Zulfiqar,Saqib Zulfiqar,Right-hand bat,Legbreak,11.72340426,7
aeb0209c,Unknown,Shahbaz Bashir,Shahbaz Bashir,Right-hand bat,Right-arm fast-medium,,6
3b572f28,Batter,Sikander Zulfiqar,Sikander Zulfiqar,Right-hand bat,Right-arm medium,10.71428571,7
3fd72108,Unknown,S Bruning,S Bruning,Right-hand bat,Right-arm offbreak,10.66666667,7
18261c22,Opening batter,SJ Myburgh,SJ Myburgh,Left-hand bat,Right-arm offbreak,16.12587413,7
9a9a056d,Unknown,S Khurana,S Khurana,Right-hand bat,,7.875,7
a790df98,Bowler,S Snater,S Snater,Right-hand bat,Right-arm fast-medium,33.459375,8
896af800,Unknown,ST de Bruin,ST de Bruin,Left-hand bat,,,6
2b150c6b,Top-order batter,SL Kalis,SL Kalis,Right-hand bat,Right-arm medium,16.62903226,7
9a58f2c8,Unknown,S Siegers,S Siegers,Right-hand bat,Legbreak,14.61538462,7
d2f72b19,Allrounder,TBM de Leede,TBM de Leede,Right-hand bat,Right-arm medium,22.61290323,7
20f4a109,Top-order batter,TGJ Gruijters,TGJ Gruijters,Right-hand bat,Right-arm medium,7.545454545,7
8ce2080b,Allrounder,TJG Pringle,TJG Pringle,Right-hand bat,Slow left-arm orthodox,20.5,7
c5758216,Opening batter,TJ Heggelman,TJ Heggelman,Right-hand bat,Right-arm medium,14.6,7
2318ba22,Middle-order batter,TLW Cooper,TLW Cooper,Right-hand bat,Right-arm offbreak,17.04010025,7
52980a48,Middle-order batter,TN de Grooth,TN de Grooth,Right-hand bat,Right-arm offbreak,9.619047619,7
881b3f8e,Batter,TP Visee,TP Visee,Right-hand bat,,13.0625,7
95d3c4a6,Bowler,TS Braat,TS Braat,Right-hand bat,Right-arm medium-fast,15.45454545,7
d99cc23a,Bowler,T van der Gugten,T van der Gugten,Right-hand bat,Right-arm fast-medium,36.55111821,8
04f201cc,Unknown,T van der Gun,T van der Gun,Right-hand bat,,8.5,7
97b7c5c0,Top-order batter,VAB Tewarie,VAB Tewarie,Right-hand bat,Legbreak googly,-1,7
6d69af03,Unknown,VCE Wattenberg,VCE Wattenberg,Right-hand bat,,4,7
4c7c6f58,Middle-order batter,RJMGM Rupasinghe,RJMGM Rupasinghe,Left-hand bat,Legbreak,8.833333333,7
3a7ea906,Bowler,VJ Kingma,VJ Kingma,Right-hand bat,Right-arm medium-fast,19.02272727,7
0c637131,Unknown,WF Stelling,WF Stelling,Right-hand bat,Right-arm fast-medium,34.2,8
0d677597,Batter,W Barresi,W Barresi,Right-hand bat,Right-arm offbreak,18.07352941,7
4d641043,Unknown,Willem Molenaar,Willem Molenaar,,,,7
b5b33b4a,Batter,WP Diepeveen,WP Diepeveen,Right-hand bat,Legbreak,,7
2bd48588,Unknown,WPM van Liemt,WPM van Liemt,,,,7
d99de998,Unknown,ZB Lion-Cachet,ZB Lion-Cachet,Right-hand bat,Right-arm offbreak,13.81818182,7
321be7e3,Bowler,A Ashok,A Ashok,Right-hand bat,Legbreak googly,33.80555556,8
72448ed4,Unknown,A Askari,A Askari,,,,7
2528611f,Unknown,AC Boyce,AC Boyce,Right-hand bat,Right-arm medium,,8
7673c908,Allrounder,AC Kerr,AC Kerr,Right-hand bat,Legbreak,25.1050175,7
d58ef4b7,Unknown,AC Mace-Cochrane,AC Mace-Cochrane,Right-hand bat,Right-arm offbreak,0.875,7
749316d2,Wicketkeeper batter,AC Parore,AC Parore,Right-hand bat,,,6
964c881f,Unknown,AC Stockwell,AC Stockwell,Left-hand bat,,,8
4255615e,Unknown,AD Day,AD Day,Right-hand bat,Right-arm offbreak,30.3,8
4d11f9c2,Unknown,AD Evans,AD Evans,Right-hand bat,Right-arm medium,,7
cc5416c1,Unknown,ADG Roberts,ADG Roberts,Right-hand bat,Right-arm medium,,7
a27ce0e3,Unknown,AD Ridley,AD Ridley,Right-hand bat,Right-arm medium,21.22222222,7
cda94d20,Unknown,AE Cooper,AE Cooper,Right-hand bat,Right-arm medium,,7
8efa0387,Unknown,AE Dick,AE Dick,Right-hand bat,,,6
a6043477,Middle-order batter,AE Hodgson,AE Hodgson,Right-hand bat,Right-arm medium,,6
0b31d563,Unknown,AE Rendel,AE Rendel,Right-hand bat,Right-arm medium,,6
72b7ed1e,Top-order batter,AE Satterthwaite,AE Satterthwaite,Left-hand bat,Right-arm offbreak,21.89601386,7
dc8fccba,Unknown,AE White,AE White,Right-hand bat,Right-arm medium,,6
900d48c5,Unknown,AF Lissette,AF Lissette,Right-hand bat,Slow left-arm orthodox,,8
350bb1b1,Bowler,AF Milne,AF Milne,Right-hand bat,Right-arm fast,25.00635593,7
a7fcf627,Unknown,AG Gerken,AG Gerken,Right-hand bat,Right-arm medium,4.108108108,7
32c6f715,Bowler,AG Hotton,AG Hotton,Right-hand bat,Right-arm offbreak,4.285714286,7
b4a03e25,Unknown,AG Walker,AG Walker,,,,8
46d45fde,Unknown,A Hamilton,A Hamilton,,,,8
56901357,Top-order batter,AH Jones,AH Jones,Right-hand bat,Right-arm offbreak,,8
29e81708,Unknown,AJ Green,AJ Green,Right-hand bat,Right-arm medium,,6
b501ed14,Unknown,AJ Leonard,AJ Leonard,Right-hand bat,Right-arm medium-fast,30.1,8
de3acffe,Bowler,AJ McKay,AJ McKay,Right-hand bat,Left-arm fast-medium,31.80821918,8
6a28ef18,Unknown,AJ Parr-Thomson,AJ Parr-Thomson,Right-hand bat,Right-arm medium,15.5,7
48f177f5,Top-order batter,AJ Redmond,AJ Redmond,Right-hand bat,Legbreak,20.96202532,7
9dd29a71,Unknown,AJ Rout,AJ Rout,Right-hand bat,Right-arm medium,1.714285714,7
91a2f04e,Unknown,AJ Wilkins,AJ Wilkins,Right-hand bat,,,6
a8e87c2a,Unknown,AK Burrows,AK Burrows,Left-hand bat,Right-arm medium,,8
63a1874a,Middle-order batter,AK Kitchen,AK Kitchen,Right-hand bat,Slow left-arm orthodox,27.01915709,7
1a1f45a4,Unknown,AL Gillies,AL Gillies,,,,6
4165ced0,Unknown,AL Hill,AL Hill,,,,6
6f4ee143,Unknown,AL Kane,AL Kane,Right-hand bat,Right-arm medium,,6
9b05c1c1,Unknown,AL Olliver,AL Olliver,Right-hand bat,Right-arm medium-fast,25.66666667,7
d395e33c,Unknown,AL Watkins,AL Watkins,Left-hand bat,Right-arm offbreak,23.38461538,7
20047b96,Unknown,AM Dodd,AM Dodd,Right-hand bat,Right-arm offbreak,,7
f336ff13,Unknown,A Mehrotra,A Mehrotra,,,,7
f987245c,Allrounder,AM Ellis,AM Ellis,Right-hand bat,Right-arm fast-medium,45.19823789,8
83b8fa73,Unknown,AM Ewart,AM Ewart,,,4.133333333,7
8abbb390,Unknown,AM Gaging,AM Gaging,Right-hand bat,Right-arm medium,4,7
db973897,Unknown,AM Matheson,AM Matheson,Right-hand bat,Right-arm medium,,8
3889930d,Unknown,AM Moir,AM Moir,Right-hand bat,Legbreak googly,,6
ae2c396f,Top-order batter,AM Peterson,AM Peterson,Right-hand bat,Right-arm offbreak,17.39393939,7
d9400743,Unknown,AM Te Wake,AM Te Wake,Right-hand bat,Right-arm medium-fast,,8
650f9d3c,Unknown,Aniket Parikh,Aniket Parikh,Right-hand bat,Right-arm offbreak,21.6,7
ed90abe4,Opening batter,AP Devcich,AP Devcich,Left-hand bat,Slow left-arm orthodox,25.25622776,7
525c3f54,Allrounder,AR Adams,AR Adams,Right-hand bat,Right-arm fast-medium,38.40425532,8
c820a55b,Unknown,ARA Northover,ARA Northover,Left-hand bat,Right-arm medium,,6
a81ef70a,Unknown,AR Lamb,AR Lamb,Right-hand bat,Right-arm fast-medium,,8
10198394,Unknown,AR MacGibbon,AR MacGibbon,Right-hand bat,Right-arm fast-medium,,6
118e6f66,Unknown,AR Schaw,AR Schaw,Right-hand bat,Right-arm offbreak,20.11111111,7
c4c97b51,Top-order batter,AS Browning,AS Browning,Right-hand bat,Right-arm medium,13.36111111,7
8aa62462,Unknown,Ashtuti Kumar,Ashtuti Kumar,Right-hand bat,Right-arm medium,9.526315789,7
4566326,Unknown,ASM Kitchin,ASM Kitchin,Right-hand bat,Right-arm offbreak,,6
5a72b592,Unknown,A Stanley,A Stanley,,,,8
0a241272,Unknown,A Swart,A Swart,Right-hand bat,,,7
33ad0ad9,Unknown,ATE Hazeldine,ATE Hazeldine,Right-hand bat,Left-arm fast,28.56790123,8
d4e6fc0a,Unknown,AT Fletcher,AT Fletcher,Right-hand bat,,13.27777778,7
9b554bb9,Unknown,AT Hucker,AT Hucker,Right-hand bat,Right-arm medium,9.1,7
c4493034,Unknown,A van Deventer,A van Deventer,Right-hand bat,Right-arm offbreak,12.72727273,7
8e9a5d20,Bowler,A Verma,A Verma,Right-hand bat,Right-arm medium,24.72727273,7
c661789d,Bowler,AW Mathieson,AW Mathieson,Right-hand bat,Right-arm medium,35.5,8
b53136ce,Unknown,AW McKenzie,AW McKenzie,Left-hand bat,Right-arm medium,40.38317757,8
158569b6,Unknown,AW Roberts,AW Roberts,Right-hand bat,Right-arm medium,,6
fbd4f01f,Bowler,AY Patel,AY Patel,Left-hand bat,Slow left-arm orthodox,58.66502463,8
49a9be6b,Unknown,BA Bolton,BA Bolton,Right-hand bat,Legbreak,,6
4e5874e1,Opening batter,BA Edgar,BA Edgar,Left-hand bat,Right-arm bowler,,6
43aec015,Unknown,BAG Murray,BAG Murray,Right-hand bat,Legbreak,,6
bb32a752,Unknown,B Andrews,B Andrews,Right-hand bat,Right-arm medium,,7
d7fe80b4,Unknown,BA O'Brien,BA O'Brien,,,,8
632e0929,Unknown,BA Pocock,BA Pocock,Right-hand bat,Right-arm slow,,6
7872f00a,Wicketkeeper batter,BA Young,BA Young,Right-hand bat,,,6
564afdcf,Top-order batter,B Bezuidenhout,B Bezuidenhout,Right-hand bat,,10.47,7
d2ba5f1a,Unknown,BBJ Griggs,BBJ Griggs,Right-hand bat,,,8
b8a55852,Wicketkeeper batter,BB McCullum,BB McCullum,,,24.63215488,7
e9a44f08,Unknown,B Cachopa,B Cachopa,Right-hand bat,,52,8
fd6686ab,Middle-order batter,BC Hiini,BC Hiini,Right-hand bat,Right-arm medium-fast,,7
829a05ca,Unknown,BC Molony,BC Molony,Right-hand bat,Right-arm medium,0,7
66cda942,Unknown,BD Morrison,BD Morrison,Left-hand bat,Right-arm medium,,7
6c5f9323,Unknown,BD Milburn,BD Milburn,Right-hand bat,,,8
25dcd237,Unknown,BD Schmulian,BD Schmulian,,,43.15328467,8
8fe33b81,Unknown,BE Cloake,BE Cloake,,,,8
72ec55b5,Allrounder,BE Congdon,BE Congdon,Right-hand bat,Right-arm medium,,7
372dd91c,Unknown,BE Hefford,BE Hefford,Left-hand bat,Right-arm medium,,8
ddc89deb,Unknown,BE Scott,BE Scott,Left-hand bat,Left-arm fast-medium,50.55555556,8
5b84460a,Unknown,BE Soper,BE Soper,Right-hand bat,Left-arm fast,3,7
89fe6043,Unknown,BEW McCord,BEW McCord,Right-hand bat,Right-arm medium,54.33333333,8
efc0a862,Unknown,BF Bowden,BF Bowden,,,,7
3103dbdc,Top-order batter,BF Hastings,BF Hastings,Right-hand bat,Legbreak googly,,6
eca08a1d,Batting allrounder,BG Armstrong,BG Armstrong,Right-hand bat,Right-arm medium,10.59047619,7
fd8ffc13,Unknown,BG Frost,BG Frost,,,,7
80a0cd77,Unknown,BG Illing,BG Illing,Left-hand bat,Left-arm medium,11.88235294,7
0e6453b9,Unknown,BGK Walker,BGK Walker,Right-hand bat,Legbreak,,6
79f5bc26,Bowler,BG Lister,BG Lister,Right-hand bat,Left-arm fast-medium,31.12931034,8
dbeb6733,Bowler,BG Randell,BG Randell,Right-hand bat,Right-arm medium,44.42857143,8
2cdd939f,Unknown,B Herath,B Herath,Right-hand bat,Slow left-arm orthodox,11.66666667,7
792af035,Unknown,BH McNeill,BH McNeill,Right-hand bat,Right-arm medium,,7
0a509d6b,Middle-order batter,RK Singh,RK Singh,Left-hand bat,Right-arm offbreak,9.912751678,7
a5ac694f,Bowler,BJ Arnel,BJ Arnel,Right-hand bat,Right-arm medium-fast,69.79338843,9
92f59313,Unknown,BJ Barnett,BJ Barnett,Right-hand bat,Right-arm offbreak,17.9,7
fa528084,Unknown,BJ Crook,BJ Crook,Left-hand bat,Right-arm medium,,8
549aefcd,Batter,BJ Diamanti,BJ Diamanti,Right-hand bat,Right-arm medium-fast,5,7
5d99a16a,Unknown,BJ Horne,BJ Horne,Right-hand bat,Slow left-arm orthodox,30.03355705,8
972f217b,Unknown,BJ Jacobs,BJ Jacobs,Right-hand bat,Right-arm medium,2.181818182,7
0398f255,Unknown,BJ Pomare,BJ Pomare,Right-hand bat,Right-arm offbreak,27.66666667,7
b1b7b7de,Unknown,BJ Small,BJ Small,Right-hand bat,Right-arm medium-fast,26.41489362,7
928670cc,Wicketkeeper batter,BJ Watling,BJ Watling,Right-hand bat,,37.8415493,8
b17a1d5a,Unknown,BL Aldridge,BL Aldridge,,,,7
d4320277,Wicketkeeper batter,BL Wiggins,BL Wiggins,Right-hand bat,,15.35714286,7
75a4a91f,Bowler,BL Cairns,BL Cairns,Right-hand bat,Right-arm medium-fast,,6
862e4e77,Unknown,BM Davis,BM Davis,,,,6
efb6cb2a,Allrounder,BM Halliday,BM Halliday,Left-hand bat,Right-arm medium,14.12244898,7
31fa4a14,Unknown,BM Johnson,BM Johnson,Right-hand bat,Legbreak googly,5.5,7
e1a03357,Unknown,BMM Thayer,BMM Thayer,Right-hand bat,Right-arm medium,,8
f12d65ee,Unknown,BM Perry,BM Perry,,,,8
48ad3373,Bowler,BM Tickner,BM Tickner,Right-hand bat,Right-arm medium-fast,38,8
397f4d3a,Bowler,BM Wheeler,BM Wheeler,Right-hand bat,Left-arm medium-fast,33.5,8
aa8914ad,Bowler,BNJ Lockrose,BNJ Lockrose,Right-hand bat,Slow left-arm orthodox,23.30434783,7
c87c8c22,Unknown,BN Kirkbride,BN Kirkbride,Right-hand bat,Right-arm medium,,7
17e561cb,Unknown,BP Bracewell,BP Bracewell,Right-hand bat,Right-arm medium,,8
ff4ff5f5,Unknown,BP Coburn,BP Coburn,Right-hand bat,Left-arm wrist-spin,20.50877193,7
